Date,Time,UserID,Location,PostContent,Sentiment,Likes,Comments,EngagementScore,ImageDescription,TravelType
6/29/2025,8:40,U71848,Dubai,Business isn’t all boring – check out burj khalifa from below in Dubai.,Negative,196285,2994,123759,Burj Khalifa from below,Business
6/7/2025,23:45,U62561,Marrakech,Adrenaline + views = Marrakech. Loved lanterns in souk alley!,Negative,472789,784,285241.4,Lanterns in souk alley,Adventure
6/20/2025,12:40,U30436,Barcelona,Thrill-seeking in Barcelona! Tapas on a patio table was the highlight.,Positive,111070,1160,68962,Tapas on a patio table,Adventure
7/1/2025,10:53,U43496,Tallinn,"Between meetings in Tallinn, took a moment to enjoy cafés in old town street.",Positive,443224,3900,273734.4,Cafés in old town street,Business
6/24/2025,18:31,U11081,Tel Aviv,Adventuring through Tel Aviv – just look at old jaffa port at dusk!,Negative,401848,3331,247770.8,Old Jaffa port at dusk,Adventure
6/4/2025,4:07,U72071,Berlin,Business isn’t all boring – check out brandenburg gate in sunlight in Berlin.,Positive,430801,1912,262304.6,Brandenburg Gate in sunlight,Business
6/29/2025,11:55,U53311,Marrakech,Business isn’t all boring – check out koutoubia mosque at dusk in Marrakech.,Neutral,103637,937,64056.2,Koutoubia Mosque at dusk,Business
6/9/2025,5:58,U16051,Cusco,"Between meetings in Cusco, took a moment to enjoy alpacas near mountain trail.",Positive,306922,1922,187997.2,Alpacas near mountain trail,Business
6/13/2025,8:52,U26980,Reykjavik,Adventuring through Reykjavik – just look at geothermal pool steam rising!,Positive,88525,3254,59623,Geothermal pool steam rising,Adventure
7/28/2025,7:27,U39430,Bali,Quick trip to Bali for work – still managed to catch this: yoga on the beach.,Positive,164886,295,99521.6,Yoga on the beach,Business
6/24/2025,17:45,U89459,Venice,Adrenaline + views = Venice. Loved gondolas on grand canal!,Positive,456216,2078,277885.6,Gondolas on Grand Canal,Adventure
7/7/2025,3:04,U48662,Iceland,"Between meetings in Iceland, took a moment to enjoy waterfall crashing down cliffs.",Negative,297030,4791,187800,Waterfall crashing down cliffs,Business
7/24/2025,8:59,U83468,Cusco,Quick trip to Cusco for work – still managed to catch this: alpacas near mountain trail.,Neutral,55486,3929,41149.6,Alpacas near mountain trail,Business
7/2/2025,16:47,U88535,Prague,Quick trip to Prague for work – still managed to catch this: astronomical clock in old town.,Positive,482618,2446,294462.8,Astronomical Clock in Old Town,Business
6/24/2025,6:46,U62243,Amman,Adventuring through Amman – just look at rainbow street cafés!,Neutral,219652,46,131883.2,Rainbow Street cafés,Adventure
7/6/2025,1:06,U30928,Helsinki,Adventuring through Helsinki – just look at market square food stalls!,Positive,172438,63,103588.8,Market Square food stalls,Adventure
7/12/2025,5:25,U93188,Helsinki,Business isn’t all boring – check out white helsinki cathedral in Helsinki.,Negative,309167,4938,195376.2,White Helsinki Cathedral,Business
6/23/2025,4:11,U51246,Barcelona,Adventuring through Barcelona – just look at park güell mosaics!,Positive,58288,1779,38530.8,Park Güell mosaics,Adventure
6/16/2025,17:16,U34522,Dubai,Adventuring through Dubai – just look at desert safari ride!,Neutral,492597,2127,299812.2,Desert safari ride,Adventure
7/7/2025,3:40,U70811,Bali,Vacation vibes in Bali! Rice terraces in Ubud made it unforgettable.,Positive,413707,3368,254960.2,Rice terraces in Ubud,Leisure
6/15/2025,15:55,U83952,Berlin,Adventuring through Berlin – just look at brandenburg gate in sunlight!,Positive,256661,1435,156866.6,Brandenburg Gate in sunlight,Adventure
7/25/2025,8:35,U58194,Vancouver,Adrenaline + views = Vancouver. Loved stanley park seawall walk!,Positive,20101,578,13216.6,Stanley Park seawall walk,Adventure
6/1/2025,15:18,U48629,Auckland,Quick trip to Auckland for work – still managed to catch this: volcanic cone parkland.,Neutral,168476,4752,110589.6,Volcanic cone parkland,Business
6/12/2025,18:03,U92283,Glasgow,Exploring the beauty of Glasgow – kelvingrove art gallery.,Neutral,255583,2494,158337.8,Kelvingrove Art Gallery,Leisure
7/24/2025,13:21,U37033,New York,Adrenaline + views = New York. Loved central park in summer!,Positive,324810,494,195874,Central Park in summer,Adventure
7/9/2025,21:08,U92199,Santorini,Business isn’t all boring – check out blue-domed churches on cliffside in Santorini.,Positive,35218,4486,30102.8,Blue-domed churches on cliffside,Business
6/17/2025,22:28,U32631,Abu Dhabi,Adrenaline + views = Abu Dhabi. Loved date palms and desert dunes!,Positive,249101,2519,154498.6,Date palms and desert dunes,Adventure
6/29/2025,10:03,U66200,Barcelona,Quick trip to Barcelona for work – still managed to catch this: tapas on a patio table.,Neutral,402258,4755,250864.8,Tapas on a patio table,Business
6/14/2025,20:30,U19753,Oslo,"Between meetings in Oslo, took a moment to enjoy snow-covered waterfront harbor.",Positive,386003,1802,235205.8,Snow-covered waterfront harbor,Business
6/30/2025,12:21,U37460,Vancouver,Quick trip to Vancouver for work – still managed to catch this: snow-capped mountains behind skyline.,Positive,26777,3604,23274.2,Snow-capped mountains behind skyline,Business
7/21/2025,10:43,U64851,Vienna,Vacation vibes in Vienna! Schönbrunn Palace gardens made it unforgettable.,Neutral,391736,3861,242763.6,Schönbrunn Palace gardens,Leisure
7/4/2025,2:06,U14686,Buenos Aires,Vacation vibes in Buenos Aires! Colorful Caminito buildings made it unforgettable.,Positive,223358,1477,136968.8,Colorful Caminito buildings,Leisure
7/19/2025,16:03,U64109,Riga,Relaxing in Riga with views like this: art nouveau building facades.,Positive,209271,3331,132224.6,Art Nouveau building facades,Leisure
6/6/2025,10:05,U59062,New York,Relaxing in New York with views like this: central park in summer.,Positive,365077,793,220632.2,Central Park in summer,Leisure
7/12/2025,8:07,U74700,Paris,Adrenaline + views = Paris. Loved eiffel tower lit at night!,Positive,397649,2927,244443.4,Eiffel Tower lit at night,Adventure
7/27/2025,21:22,U53957,Budapest,Thrill-seeking in Budapest! Parliament building by the Danube was the highlight.,Neutral,102574,2658,66860.4,Parliament building by the Danube,Adventure
7/6/2025,14:41,U96344,Warsaw,Relaxing in Warsaw with views like this: palace of culture and science at night.,Neutral,420986,220,253031.6,Palace of Culture and Science at night,Leisure
7/14/2025,18:33,U30641,Brussels,Business isn’t all boring – check out grand place at night in Brussels.,Positive,251802,1775,154631.2,Grand Place at night,Business
7/12/2025,13:19,U75349,Iceland,Quick trip to Iceland for work – still managed to catch this: northern lights over glacier.,Negative,220279,1534,135235.4,Northern lights over glacier,Business
7/13/2025,8:57,U96102,Santorini,"Between meetings in Santorini, took a moment to enjoy donkey path to oia.",Negative,123710,283,74792,Donkey path to Oia,Business
6/11/2025,11:11,U27736,Mexico City,Adventuring through Mexico City – just look at street tacos on paper plate!,Positive,348845,1530,212367,Street tacos on paper plate,Adventure
6/20/2025,3:37,U82049,Edinburgh,Adventuring through Edinburgh – just look at arthur's seat hike view!,Positive,13865,2411,13141,Arthur's Seat hike view,Adventure
6/26/2025,16:22,U96542,Warsaw,Exploring the beauty of Warsaw – colorful buildings in old town.,Positive,91213,1828,58383.8,Colorful buildings in Old Town,Leisure
6/29/2025,1:37,U60688,Tallinn,Exploring the beauty of Tallinn – christmas market in town hall square.,Positive,295249,2809,182767.4,Christmas market in Town Hall Square,Leisure
7/27/2025,21:15,U26294,Sydney,Quick trip to Sydney for work – still managed to catch this: harbor bridge lights at night.,Negative,304025,3293,189001,Harbor Bridge lights at night,Business
6/6/2025,5:30,U66078,Copenhagen,Relaxing in Copenhagen with views like this: little mermaid statue by sea.,Negative,51005,31,30665,Little Mermaid statue by sea,Leisure
5/31/2025,14:19,U82686,Zagreb,"Between meetings in Zagreb, took a moment to enjoy ban jelačić square crowd.",Positive,181813,693,110473.8,Ban Jelačić Square crowd,Business
6/9/2025,10:12,U15007,Doha,Exploring the beauty of Doha – skyline with dhow boat.,Negative,222574,2897,139338.4,Skyline with dhow boat,Leisure
6/14/2025,15:41,U99655,Cairo,Quick trip to Cairo for work – still managed to catch this: ancient hieroglyphs inside tomb.,Negative,404761,1523,245902.6,Ancient hieroglyphs inside tomb,Business
6/26/2025,13:52,U86526,Glasgow,Quick trip to Glasgow for work – still managed to catch this: pub crowd during football match.,Positive,237822,4772,152237.2,Pub crowd during football match,Business
7/17/2025,1:07,U29960,Prague,Quick trip to Prague for work – still managed to catch this: charles bridge at sunrise.,Positive,296292,4821,187417.2,Charles Bridge at sunrise,Business
7/17/2025,8:28,U84353,Dubai,"Between meetings in Dubai, took a moment to enjoy burj khalifa from below.",Positive,30615,4534,27437,Burj Khalifa from below,Business
6/22/2025,0:22,U52227,Glasgow,Relaxing in Glasgow with views like this: street art on city walls.,Positive,77277,2436,51238.2,Street art on city walls,Leisure
7/14/2025,8:30,U49086,Cusco,"Between meetings in Cusco, took a moment to enjoy alpacas near mountain trail.",Positive,302242,3976,189297.2,Alpacas near mountain trail,Business
7/13/2025,15:58,U14280,Cusco,Business isn’t all boring – check out plaza de armas at night in Cusco.,Positive,317799,613,191905.4,Plaza de Armas at night,Business
7/16/2025,13:07,U37188,Mexico City,"Between meetings in Mexico City, took a moment to enjoy street tacos on paper plate.",Positive,99114,572,60612.4,Street tacos on paper plate,Business
7/13/2025,10:19,U91022,Iceland,Vacation vibes in Iceland! Hot spring in snowy landscape made it unforgettable.,Negative,83996,3875,58147.6,Hot spring in snowy landscape,Leisure
7/5/2025,21:21,U61421,Cape Town,Thrill-seeking in Cape Town! Top of Table Mountain view was the highlight.,Positive,74982,483,45955.2,Top of Table Mountain view,Adventure
6/3/2025,7:06,U60070,Paris,Relaxing in Paris with views like this: croissant and coffee by the seine.,Positive,258452,1048,157167.2,Croissant and coffee by the Seine,Leisure
7/27/2025,10:13,U38443,Vilnius,Thrill-seeking in Vilnius! Street art murals downtown was the highlight.,Positive,79090,3058,53570,Street art murals downtown,Adventure
7/5/2025,11:11,U61901,Lima,Quick trip to Lima for work – still managed to catch this: cliffs overlooking pacific ocean.,Neutral,37789,3384,29441.4,Cliffs overlooking Pacific Ocean,Business
7/24/2025,10:09,U43887,Tokyo,Relaxing in Tokyo with views like this: sushi platter at tsukiji market.,Positive,399781,3820,247508.6,Sushi platter at Tsukiji Market,Leisure
6/11/2025,1:55,U36065,Buenos Aires,Quick trip to Buenos Aires for work – still managed to catch this: colorful caminito buildings.,Positive,168630,78,101334,Colorful Caminito buildings,Business
7/1/2025,3:48,U11953,Prague,Business isn’t all boring – check out vltava river reflections at night in Prague.,Neutral,286296,4130,180037.6,Vltava River reflections at night,Business
6/26/2025,22:36,U74914,Mexico City,Adrenaline + views = Mexico City. Loved street tacos on paper plate!,Positive,131351,2816,84442.6,Street tacos on paper plate,Adventure
6/29/2025,13:49,U88304,Manila,Adventuring through Manila – just look at intramuros colonial wall!,Neutral,329485,2169,202029,Intramuros colonial wall,Adventure
7/20/2025,18:51,U24498,Cusco,Relaxing in Cusco with views like this: plaza de armas at night.,Positive,113325,3951,75897,Plaza de Armas at night,Leisure
6/15/2025,9:03,U14143,Barcelona,Vacation vibes in Barcelona! Sagrada Familia at sunset made it unforgettable.,Positive,240441,4734,153732.6,Sagrada Familia at sunset,Leisure
6/29/2025,10:34,U11867,Copenhagen,Exploring the beauty of Copenhagen – little mermaid statue by sea.,Positive,339834,179,204258.4,Little Mermaid statue by sea,Leisure
6/7/2025,1:11,U65053,Abu Dhabi,"Between meetings in Abu Dhabi, took a moment to enjoy date palms and desert dunes.",Neutral,404826,918,244731.6,Date palms and desert dunes,Business
6/11/2025,11:36,U39622,Zurich,Thrill-seeking in Zurich! Lake Zurich view with swans was the highlight.,Positive,153010,894,93594,Lake Zurich view with swans,Adventure
7/21/2025,17:18,U65294,Zagreb,Adrenaline + views = Zagreb. Loved ban jelačić square crowd!,Neutral,403563,4919,251975.8,Ban Jelačić Square crowd,Adventure
6/1/2025,2:48,U37698,Paris,"Between meetings in Paris, took a moment to enjoy croissant and coffee by the seine.",Negative,298462,1112,181301.2,Croissant and coffee by the Seine,Business
6/21/2025,10:33,U62948,Sydney,"Between meetings in Sydney, took a moment to enjoy opera house from the ferry.",Negative,461708,4663,286350.8,Opera House from the ferry,Business
5/30/2025,16:46,U21434,Helsinki,Thrill-seeking in Helsinki! Tram crossing snowy street was the highlight.,Positive,339620,2068,207908,Tram crossing snowy street,Adventure
6/24/2025,1:44,U41855,Toronto,Relaxing in Toronto with views like this: graffiti alley street art.,Positive,253042,3289,158403.2,Graffiti Alley street art,Leisure
7/8/2025,1:16,U88436,Doha,Thrill-seeking in Doha! Souq Waqif lantern shops was the highlight.,Positive,114340,3520,75644,Souq Waqif lantern shops,Adventure
6/14/2025,12:13,U57505,Istanbul,Vacation vibes in Istanbul! Bosporus ferry ride made it unforgettable.,Positive,87256,4423,61199.6,Bosporus ferry ride,Leisure
6/18/2025,17:27,U69721,Munich,Adrenaline + views = Munich. Loved marienplatz christmas market!,Positive,26001,1987,19574.6,Marienplatz Christmas market,Adventure
6/3/2025,14:53,U52594,Buenos Aires,Adrenaline + views = Buenos Aires. Loved obelisk in city center!,Positive,119200,3766,79052,Obelisk in city center,Adventure
6/24/2025,19:27,U32180,Barcelona,Business isn’t all boring – check out tapas on a patio table in Barcelona.,Positive,113089,1433,70719.4,Tapas on a patio table,Business
7/24/2025,7:16,U94750,Budapest,Thrill-seeking in Budapest! Parliament building by the Danube was the highlight.,Positive,198411,4678,128402.6,Parliament building by the Danube,Adventure
6/15/2025,11:09,U15750,Amman,Exploring the beauty of Amman – rainbow street cafés.,Positive,174672,433,105669.2,Rainbow Street cafés,Leisure
6/28/2025,11:06,U44446,Budapest,Adrenaline + views = Budapest. Loved thermal bath under steam!,Neutral,109396,2430,70497.6,Thermal bath under steam,Adventure
6/28/2025,12:18,U79001,Manila,Vacation vibes in Manila! Sunset over Manila Bay made it unforgettable.,Positive,53020,4159,40130,Sunset over Manila Bay,Leisure
6/3/2025,21:03,U84462,Berlin,Adrenaline + views = Berlin. Loved brandenburg gate in sunlight!,Negative,128830,458,78214,Brandenburg Gate in sunlight,Adventure
6/25/2025,15:55,U81338,Reykjavik,"Between meetings in Reykjavik, took a moment to enjoy hallgrímskirkja church in snow.",Positive,26486,1849,19589.6,Hallgrímskirkja church in snow,Business
7/6/2025,18:18,U69463,Vienna,Adrenaline + views = Vienna. Loved viennese coffee and cake!,Positive,478506,3211,293525.6,Viennese coffee and cake,Adventure
6/11/2025,22:55,U71620,Kuala Lumpur,Exploring the beauty of Kuala Lumpur – petronas towers at night.,Negative,17407,1191,12826.2,Petronas Towers at night,Leisure
7/19/2025,18:29,U86206,Dubai,Business isn’t all boring – check out desert safari ride in Dubai.,Positive,362078,2773,222792.8,Desert safari ride,Business
